JOBS: 
Id = 0, Burst Time = 83, Remaining Time = 83, Priority = 6
JOB ID = 597, re-start time = 10756, Remaining time = 18, Priority = 1
JOB ID = 614, re-start time = 10781, Remaining time = 24, Priority = 1
JOB ID = 619, re-start time = 10806, Remaining time = 11, Priority = 1
JOB ID = 643, re-start time = 10831, Remaining time = 17, Priority = 1
JOB ID = 650, re-start time = 10856, Remaining time = 24, Priority = 1
JOB ID = 671, re-start time = 10881, End time = 10883, Priority = 1
JOB ID = 716, re-start time = 10883, Remaining time = 9, Priority = 1
JOB ID = 729, re-start time = 10908, Remaining time = 4, Priority = 1
JOB ID = 731, re-start time = 10933, Remaining time = 9, Priority = 1
JOB ID = 804, re-start time = 10958, End time = 10973, Priority = 1
JOB ID = 807, re-start time = 10973, Remaining time = 12, Priority = 1
JOB ID = 830, re-start time = 10998, End time = 11016, Priority = 1
JOB ID = 836, re-start time = 11016, End time = 11038, Priority = 1
JOB ID = 884, re-start time = 11038, End time = 11045, Priority = 1
JOB ID = 893, re-start time = 11045, End time = 11068, Priority = 1
JOB ID = 899, re-start time = 11068, Remaining time = 5, Priority = 1
JOB ID = 919, re-start time = 11093, End time = 11111, Priority = 1
JOB ID = 998, re-start time = 11111, End time = 11130, Priority = 1
JOB ID = 29, re-start time = 11130, End time = 11151, Priority = 1
JOB ID = 57, re-start time = 11151, End time = 11162, Priority = 1
JOB ID = 62, re-start time = 11162, End time = 11184, Priority = 1
JOB ID = 143, re-start time = 11184, End time = 11208, Priority = 1
JOB ID = 172, re-start time = 11208, End time = 11229, Priority = 1
JOB ID = 198, re-start time = 11229, End time = 11238, Priority = 1
JOB ID = 307, re-start time = 11238, End time = 11255, Priority = 1
JOB ID = 329, re-start time = 11255, End time = 11279, Priority = 1
JOB ID = 374, re-start time = 11279, End time = 11300, Priority = 1
JOB ID = 380, re-start time = 11300, End time = 11304, Priority = 1
JOB ID = 426, re-start time = 11304, End time = 11316, Priority = 1
JOB ID = 433, re-start time = 11316, End time = 11335, Priority = 1
JOB ID = 436, re-start time = 11335, End time = 11342, Priority = 1
JOB ID = 440, re-start time = 11342, End time = 11359, Priority = 1
JOB ID = 453, re-start time = 11359, End time = 11366, Priority = 1
JOB ID = 465, re-start time = 11366, End time = 11373, Priority = 1
JOB ID = 499, re-start time = 11373, End time = 11380, Priority = 1
JOB ID = 519, re-start time = 11380, End time = 11395, Priority = 1
JOB ID = 530, re-start time = 11395, End time = 11399, Priority = 1
JOB ID = 597, re-start time = 11399, End time = 11417, Priority = 1
JOB ID = 614, re-start time = 11417, End time = 11441, Priority = 1
JOB ID = 619, re-start time = 11441, End time = 11452, Priority = 1
JOB ID = 643, re-start time = 11452, End time = 11469, Priority = 1
JOB ID = 650, re-start time = 11469, End time = 11493, Priority = 1
JOB ID = 716, re-start time = 11493, End time = 11502, Priority = 1
JOB ID = 729, re-start time = 11502, End time = 11506, Priority = 1
JOB ID = 731, re-start time = 11506, End time = 11515, Priority = 1
JOB ID = 807, re-start time = 11515, End time = 11527, Priority = 1
JOB ID = 899, re-start time = 11527, End time = 11532, Priority = 1
JOB ID = 3, Start time = 11532, Remaining time = 61, Priority = 2
JOB ID = 15, Start time = 11557, Remaining time = 4, Priority = 2
JOB ID = 19, Start time = 11582, End time = 11593, Priority = 2
JOB ID = 47, Start time = 11593, Remaining time = 14, Priority = 2
JOB ID = 53, Start time = 11618, Remaining time = 72, Priority = 2
JOB ID = 54, Start time = 11643, End time = 11660, Priority = 2
JOB ID = 115, Start time = 11660, Remaining time = 44, Priority = 2
JOB ID = 123, Start time = 11685, Remaining time = 15, Priority = 2
JOB ID = 151, Start time = 11710, Remaining time = 51, Priority = 2
JOB ID = 155, Start time = 11735, Remaining time = 62, Priority = 2
JOB ID = 156, Start time = 11760, Remaining time = 23, Priority = 2
JOB ID = 161, Start time = 11785, End time = 11798, Priority = 2
JOB ID = 174, Start time = 11798, Remaining time = 67, Priority = 2
JOB ID = 178, Start time = 11823, Remaining time = 15, Priority = 2
JOB ID = 189, Start time = 11848, Remaining time = 35, Priority = 2
JOB ID = 196, Start time = 11873, Remaining time = 19, Priority = 2
JOB ID = 215, Start time = 11898, Remaining time = 28, Priority = 2
JOB ID = 225, Start time = 11923, Remaining time = 31, Priority = 2
JOB ID = 228, Start time = 11948, Remaining time = 14, Priority = 2
JOB ID = 234, Start time = 11973, Remaining time = 14, Priority = 2
JOB ID = 249, Start time = 11998, Remaining time = 1, Priority = 2
JOB ID = 250, Start time = 12023, Remaining time = 36, Priority = 2
JOB ID = 264, Start time = 12048, End time = 12064, Priority = 2
JOB ID = 305, Start time = 12064, Remaining time = 6, Priority = 2
JOB ID = 317, Start time = 12089, End time = 12105, Priority = 2
JOB ID = 322, Start time = 12105, Remaining time = 45, Priority = 2
JOB ID = 340, Start time = 12130, End time = 12135, Priority = 2
JOB ID = 341, Start time = 12135, End time = 12157, Priority = 2
JOB ID = 351, Start time = 12157, End time = 12167, Priority = 2
JOB ID = 378, Start time = 12167, End time = 12178, Priority = 2
JOB ID = 384, Start time = 12178, Remaining time = 58, Priority = 2
JOB ID = 389, Start time = 12203, Remaining time = 34, Priority = 2
JOB ID = 396, Start time = 12228, Remaining time = 34, Priority = 2
JOB ID = 400, Start time = 12253, Remaining time = 47, Priority = 2
JOB ID = 427, Start time = 12278, Remaining time = 7, Priority = 2
JOB ID = 439, Start time = 12303, End time = 12307, Priority = 2
JOB ID = 441, Start time = 12307, Remaining time = 72, Priority = 2
JOB ID = 450, Start time = 12332, Remaining time = 7, Priority = 2
JOB ID = 470, Start time = 12357, End time = 12365, Priority = 2
JOB ID = 481, Start time = 12365, Remaining time = 74, Priority = 2
JOB ID = 494, Start time = 12390, Remaining time = 30, Priority = 2
JOB ID = 505, Start time = 12415, Remaining time = 37, Priority = 2
JOB ID = 508, Start time = 12440, Remaining time = 37, Priority = 2
JOB ID = 514, Start time = 12465, Remaining time = 66, Priority = 2
JOB ID = 520, Start time = 12490, Remaining time = 45, Priority = 2
JOB ID = 524, Start time = 12515, Remaining time = 26, Priority = 2
JOB ID = 570, Start time = 12540, Remaining time = 42, Priority = 2
JOB ID = 573, Start time = 12565, Remaining time = 6, Priority = 2
JOB ID = 577, Start time = 12590, Remaining time = 62, Priority = 2
JOB ID = 591, Start time = 12615, Remaining time = 16, Priority = 2
JOB ID = 608, Start time = 12640, Remaining time = 44, Priority = 2
JOB ID = 624, Start time = 12665, End time = 12684, Priority = 2
JOB ID = 636, Start time = 12684, Remaining time = 62, Priority = 2
JOB ID = 637, Start time = 12709, Remaining time = 12, Priority = 2
JOB ID = 655, Start time = 12734, End time = 12741, Priority = 2
JOB ID = 662, Start time = 12741, End time = 12758, Priority = 2
JOB ID = 667, Start time = 12758, Remaining time = 70, Priority = 2
JOB ID = 673, Start time = 12783, Remaining time = 18, Priority = 2
JOB ID = 676, Start time = 12808, Remaining time = 53, Priority = 2
JOB ID = 686, Start time = 12833, Remaining time = 14, Priority = 2
JOB ID = 693, Start time = 12858, End time = 12879, Priority = 2
JOB ID = 696, Start time = 12879, Remaining time = 31, Priority = 2
JOB ID = 697, Start time = 12904, Remaining time = 20, Priority = 2
JOB ID = 701, Start time = 12929, End time = 12954, Priority = 2
JOB ID = 708, Start time = 12954, Remaining time = 25, Priority = 2
JOB ID = 743, Start time = 12979, End time = 12997, Priority = 2
JOB ID = 752, Start time = 12997, Remaining time = 22, Priority = 2
JOB ID = 789, Start time = 13022, Remaining time = 50, Priority = 2
JOB ID = 797, Start time = 13047, Remaining time = 61, Priority = 2
JOB ID = 803, Start time = 13072, End time = 13096, Priority = 2
JOB ID = 814, Start time = 13096, Remaining time = 37, Priority = 2
JOB ID = 819, Start time = 13121, Remaining time = 9, Priority = 2
JOB ID = 850, Start time = 13146, Remaining time = 32, Priority = 2
JOB ID = 855, Start time = 13171, Remaining time = 10, Priority = 2
JOB ID = 874, Start time = 13196, Remaining time = 57, Priority = 2
JOB ID = 877, Start time = 13221, End time = 13229, Priority = 2
JOB ID = 892, Start time = 13229, Remaining time = 56, Priority = 2
JOB ID = 896, Start time = 13254, Remaining time = 74, Priority = 2
JOB ID = 903, Start time = 13279, Remaining time = 27, Priority = 2
JOB ID = 930, Start time = 13304, Remaining time = 32, Priority = 2
JOB ID = 937, Start time = 13329, Remaining time = 60, Priority = 2
JOB ID = 938, Start time = 13354, Remaining time = 55, Priority = 2
JOB ID = 952, Start time = 13379, Remaining time = 17, Priority = 2
JOB ID = 953, Start time = 13404, Remaining time = 5, Priority = 2
JOB ID = 957, Start time = 13429, Remaining time = 19, Priority = 2
JOB ID = 961, Start time = 13454, Remaining time = 10, Priority = 2
JOB ID = 968, Start time = 13479, Remaining time = 23, Priority = 2
JOB ID = 969, Start time = 13504, Remaining time = 3, Priority = 2
JOB ID = 975, Start time = 13529, Remaining time = 57, Priority = 2
JOB ID = 982, Start time = 13554, End time = 13564, Priority = 2
JOB ID = 988, Start time = 13564, Remaining time = 65, Priority = 2
JOB ID = 3, re-start time = 13589, Remaining time = 36, Priority = 2
JOB ID = 15, re-start time = 13614, End time = 13618, Priority = 2
JOB ID = 47, re-start time = 13618, End time = 13632, Priority = 2
JOB ID = 53, re-start time = 13632, Remaining time = 47, Priority = 2
JOB ID = 115, re-start time = 13657, Remaining time = 19, Priority = 2
JOB ID = 123, re-start time = 13682, End time = 13697, Priority = 2
JOB ID = 151, re-start time = 13697, Remaining time = 26, Priority = 2
JOB ID = 155, re-start time = 13722, Remaining time = 37, Priority = 2
JOB ID = 156, re-start time = 13747, End time = 13770, Priority = 2
JOB ID = 174, re-start time = 13770, Remaining time = 42, Priority = 2
JOB ID = 178, re-start time = 13795, End time = 13810, Priority = 2
JOB ID = 189, re-start time = 13810, Remaining time = 10, Priority = 2
JOB ID = 196, re-start time = 13835, End time = 13854, Priority = 2
JOB ID = 215, re-start time = 13854, Remaining time = 3, Priority = 2
JOB ID = 225, re-start time = 13879, Remaining time = 6, Priority = 2
JOB ID = 228, re-start time = 13904, End time = 13918, Priority = 2
JOB ID = 234, re-start time = 13918, End time = 13932, Priority = 2
JOB ID = 249, re-start time = 13932, End time = 13933, Priority = 2
JOB ID = 250, re-start time = 13933, Remaining time = 11, Priority = 2
JOB ID = 305, re-start time = 13958, End time = 13964, Priority = 2
JOB ID = 322, re-start time = 13964, Remaining time = 20, Priority = 2
JOB ID = 384, re-start time = 13989, Remaining time = 33, Priority = 2
JOB ID = 389, re-start time = 14014, Remaining time = 9, Priority = 2
JOB ID = 396, re-start time = 14039, Remaining time = 9, Priority = 2
JOB ID = 400, re-start time = 14064, Remaining time = 22, Priority = 2
JOB ID = 427, re-start time = 14089, End time = 14096, Priority = 2
JOB ID = 441, re-start time = 14096, Remaining time = 47, Priority = 2
JOB ID = 450, re-start time = 14121, End time = 14128, Priority = 2
JOB ID = 481, re-start time = 14128, Remaining time = 49, Priority = 2
JOB ID = 494, re-start time = 14153, Remaining time = 5, Priority = 2
JOB ID = 505, re-start time = 14178, Remaining time = 12, Priority = 2
JOB ID = 508, re-start time = 14203, Remaining time = 12, Priority = 2
JOB ID = 514, re-start time = 14228, Remaining time = 41, Priority = 2
JOB ID = 520, re-start time = 14253, Remaining time = 20, Priority = 2
JOB ID = 524, re-start time = 14278, Remaining time = 1, Priority = 2
JOB ID = 570, re-start time = 14303, Remaining time = 17, Priority = 2
JOB ID = 573, re-start time = 14328, End time = 14334, Priority = 2
JOB ID = 577, re-start time = 14334, Remaining time = 37, Priority = 2
JOB ID = 591, re-start time = 14359, End time = 14375, Priority = 2
JOB ID = 608, re-start time = 14375, Remaining time = 19, Priority = 2
JOB ID = 636, re-start time = 14400, Remaining time = 37, Priority = 2
JOB ID = 637, re-start time = 14425, End time = 14437, Priority = 2
JOB ID = 667, re-start time = 14437, Remaining time = 45, Priority = 2
JOB ID = 673, re-start time = 14462, End time = 14480, Priority = 2
JOB ID = 676, re-start time = 14480, Remaining time = 28, Priority = 2
JOB ID = 686, re-start time = 14505, End time = 14519, Priority = 2
JOB ID = 696, re-start time = 14519, Remaining time = 6, Priority = 2
JOB ID = 697, re-start time = 14544, End time = 14564, Priority = 2
JOB ID = 708, re-start time = 14564, End time = 14589, Priority = 2
JOB ID = 752, re-start time = 14589, End time = 14611, Priority = 2
JOB ID = 789, re-start time = 14611, Remaining time = 25, Priority = 2
JOB ID = 797, re-start time = 14636, Remaining time = 36, Priority = 2
JOB ID = 814, re-start time = 14661, Remaining time = 12, Priority = 2
JOB ID = 819, re-start time = 14686, End time = 14695, Priority = 2
JOB ID = 850, re-start time = 14695, Remaining time = 7, Priority = 2
JOB ID = 855, re-start time = 14720, End time = 14730, Priority = 2
JOB ID = 874, re-start time = 14730, Remaining time = 32, Priority = 2
JOB ID = 892, re-start time = 14755, Remaining time = 31, Priority = 2
JOB ID = 896, re-start time = 14780, Remaining time = 49, Priority = 2
JOB ID = 903, re-start time = 14805, Remaining time = 2, Priority = 2
JOB ID = 930, re-start time = 14830, Remaining time = 7, Priority = 2
JOB ID = 937, re-start time = 14855, Remaining time = 35, Priority = 2
JOB ID = 938, re-start time = 14880, Remaining time = 30, Priority = 2
JOB ID = 952, re-start time = 14905, End time = 14922, Priority = 2
JOB ID = 953, re-start time = 14922, End time = 14927, Priority = 2
JOB ID = 957, re-start time = 14927, End time = 14946, Priority = 2
JOB ID = 961, re-start time = 14946, End time = 14956, Priority = 2
JOB ID = 968, re-start time = 14956, End time = 14979, Priority = 2
JOB ID = 969, re-start time = 14979, End time = 14982, Priority = 2
JOB ID = 975, re-start time = 14982, Remaining time = 32, Priority = 2
JOB ID = 988, re-start time = 15007, Remaining time = 40, Priority = 2
JOB ID = 3, re-start time = 15032, Remaining time = 11, Priority = 2
JOB ID = 53, re-start time = 15057, Remaining time = 22, Priority = 2
JOB ID = 115, re-start time = 15082, End time = 15101, Priority = 2
JOB ID = 151, re-start time = 15101, Remaining time = 1, Priority = 2
JOB ID = 155, re-start time = 15126, Remaining time = 12, Priority = 2
JOB ID = 174, re-start time = 15151, Remaining time = 17, Priority = 2
JOB ID = 189, re-start time = 15176, End time = 15186, Priority = 2
JOB ID = 215, re-start time = 15186, End time = 15189, Priority = 2
JOB ID = 225, re-start time = 15189, End time = 15195, Priority = 2
JOB ID = 250, re-start time = 15195, End time = 15206, Priority = 2
JOB ID = 322, re-start time = 15206, End time = 15226, Priority = 2
JOB ID = 384, re-start time = 15226, Remaining time = 8, Priority = 2
JOB ID = 389, re-start time = 15251, End time = 15260, Priority = 2
JOB ID = 396, re-start time = 15260, End time = 15269, Priority = 2
JOB ID = 400, re-start time = 15269, End time = 15291, Priority = 2
JOB ID = 441, re-start time = 15291, Remaining time = 22, Priority = 2
JOB ID = 481, re-start time = 15316, Remaining time = 24, Priority = 2
JOB ID = 494, re-start time = 15341, End time = 15346, Priority = 2
JOB ID = 505, re-start time = 15346, End time = 15358, Priority = 2
JOB ID = 508, re-start time = 15358, End time = 15370, Priority = 2
JOB ID = 514, re-start time = 15370, Remaining time = 16, Priority = 2
JOB ID = 520, re-start time = 15395, End time = 15415, Priority = 2
JOB ID = 524, re-start time = 15415, End time = 15416, Priority = 2
JOB ID = 570, re-start time = 15416, End time = 15433, Priority = 2
JOB ID = 577, re-start time = 15433, Remaining time = 12, Priority = 2
JOB ID = 608, re-start time = 15458, End time = 15477, Priority = 2
JOB ID = 636, re-start time = 15477, Remaining time = 12, Priority = 2
JOB ID = 667, re-start time = 15502, Remaining time = 20, Priority = 2
JOB ID = 676, re-start time = 15527, Remaining time = 3, Priority = 2
JOB ID = 696, re-start time = 15552, End time = 15558, Priority = 2
JOB ID = 789, re-start time = 15558, End time = 15583, Priority = 2
JOB ID = 797, re-start time = 15583, Remaining time = 11, Priority = 2
JOB ID = 814, re-start time = 15608, End time = 15620, Priority = 2
JOB ID = 850, re-start time = 15620, End time = 15627, Priority = 2
JOB ID = 874, re-start time = 15627, Remaining time = 7, Priority = 2
JOB ID = 892, re-start time = 15652, Remaining time = 6, Priority = 2
JOB ID = 896, re-start time = 15677, Remaining time = 24, Priority = 2
JOB ID = 903, re-start time = 15702, End time = 15704, Priority = 2
JOB ID = 930, re-start time = 15704, End time = 15711, Priority = 2
JOB ID = 937, re-start time = 15711, Remaining time = 10, Priority = 2
JOB ID = 938, re-start time = 15736, Remaining time = 5, Priority = 2
JOB ID = 975, re-start time = 15761, Remaining time = 7, Priority = 2
JOB ID = 988, re-start time = 15786, Remaining time = 15, Priority = 2
JOB ID = 3, re-start time = 15811, End time = 15822, Priority = 2
JOB ID = 53, re-start time = 15822, End time = 15844, Priority = 2
JOB ID = 151, re-start time = 15844, End time = 15845, Priority = 2
JOB ID = 155, re-start time = 15845, End time = 15857, Priority = 2
JOB ID = 174, re-start time = 15857, End time = 15874, Priority = 2
JOB ID = 384, re-start time = 15874, End time = 15882, Priority = 2
JOB ID = 441, re-start time = 15882, End time = 15904, Priority = 2
JOB ID = 481, re-start time = 15904, End time = 15928, Priority = 2
JOB ID = 514, re-start time = 15928, End time = 15944, Priority = 2
JOB ID = 577, re-start time = 15944, End time = 15956, Priority = 2
JOB ID = 636, re-start time = 15956, End time = 15968, Priority = 2
JOB ID = 667, re-start time = 15968, End time = 15988, Priority = 2
JOB ID = 676, re-start time = 15988, End time = 15991, Priority = 2
JOB ID = 797, re-start time = 15991, End time = 16002, Priority = 2
JOB ID = 874, re-start time = 16002, End time = 16009, Priority = 2
JOB ID = 892, re-start time = 16009, End time = 16015, Priority = 2
JOB ID = 896, re-start time = 16015, End time = 16039, Priority = 2
JOB ID = 937, re-start time = 16039, End time = 16049, Priority = 2
JOB ID = 938, re-start time = 16049, End time = 16054, Priority = 2
JOB ID = 975, re-start time = 16054, End time = 16061, Priority = 2
JOB ID = 988, re-start time = 16061, End time = 16076, Priority = 2
JOB ID = 13, Start time = 16076, Remaining time = 37, Priority = 3
JOB ID = 20, Start time = 16101, Remaining time = 4, Priority = 3
JOB ID = 27, Start time = 16126, Remaining time = 31, Priority = 3
JOB ID = 66, Start time = 16151, Remaining time = 72, Priority = 3
JOB ID = 68, Start time = 16176, End time = 16182, Priority = 3
JOB ID = 76, Start time = 16182, Remaining time = 71, Priority = 3
JOB ID = 96, Start time = 16207, Remaining time = 10, Priority = 3
JOB ID = 101, Start time = 16232, Remaining time = 18, Priority = 3
JOB ID = 108, Start time = 16257, End time = 16281, Priority = 3
JOB ID = 109, Start time = 16281, Remaining time = 45, Priority = 3
JOB ID = 121, Start time = 16306, Remaining time = 74, Priority = 3
JOB ID = 142, Start time = 16331, Remaining time = 35, Priority = 3
JOB ID = 145, Start time = 16356, Remaining time = 34, Priority = 3
JOB ID = 179, Start time = 16381, Remaining time = 73, Priority = 3
JOB ID = 193, Start time = 16406, End time = 16410, Priority = 3
JOB ID = 205, Start time = 16410, End time = 16413, Priority = 3
JOB ID = 213, Start time = 16413, End time = 16416, Priority = 3
JOB ID = 227, Start time = 16416, Remaining time = 74, Priority = 3
JOB ID = 229, Start time = 16441, Remaining time = 3, Priority = 3
JOB ID = 269, Start time = 16466, Remaining time = 6, Priority = 3
JOB ID = 278, Start time = 16491, End time = 16511, Priority = 3
JOB ID = 287, Start time = 16511, Remaining time = 20, Priority = 3
JOB ID = 290, Start time = 16536, Remaining time = 64, Priority = 3
JOB ID = 297, Start time = 16561, Remaining time = 49, Priority = 3
JOB ID = 302, Start time = 16586, Remaining time = 44, Priority = 3
JOB ID = 326, Start time = 16611, Remaining time = 51, Priority = 3
JOB ID = 344, Start time = 16636, Remaining time = 1, Priority = 3
JOB ID = 345, Start time = 16661, Remaining time = 61, Priority = 3
JOB ID = 347, Start time = 16686, End time = 16700, Priority = 3
JOB ID = 355, Start time = 16700, Remaining time = 28, Priority = 3
JOB ID = 365, Start time = 16725, Remaining time = 64, Priority = 3
JOB ID = 368, Start time = 16750, Remaining time = 43, Priority = 3
JOB ID = 393, Start time = 16775, Remaining time = 29, Priority = 3
JOB ID = 397, Start time = 16800, Remaining time = 37, Priority = 3
JOB ID = 406, Start time = 16825, End time = 16826, Priority = 3
JOB ID = 407, Start time = 16826, Remaining time = 28, Priority = 3
JOB ID = 421, Start time = 16851, End time = 16860, Priority = 3
JOB ID = 425, Start time = 16860, Remaining time = 22, Priority = 3
JOB ID = 434, Start time = 16885, Remaining time = 56, Priority = 3
JOB ID = 435, Start time = 16910, End time = 16930, Priority = 3
JOB ID = 456, Start time = 16930, Remaining time = 65, Priority = 3
JOB ID = 463, Start time = 16955, End time = 16973, Priority = 3
JOB ID = 469, Start time = 16973, Remaining time = 12, Priority = 3
JOB ID = 492, Start time = 16998, End time = 17006, Priority = 3
JOB ID = 497, Start time = 17006, Remaining time = 72, Priority = 3
JOB ID = 510, Start time = 17031, Remaining time = 29, Priority = 3
JOB ID = 513, Start time = 17056, Remaining time = 65, Priority = 3
JOB ID = 523, Start time = 17081, Remaining time = 36, Priority = 3
JOB ID = 543, Start time = 17106, Remaining time = 6, Priority = 3
JOB ID = 546, Start time = 17131, Remaining time = 52, Priority = 3
JOB ID = 549, Start time = 17156, Remaining time = 30, Priority = 3
JOB ID = 551, Start time = 17181, Remaining time = 35, Priority = 3
JOB ID = 566, Start time = 17206, Remaining time = 8, Priority = 3
JOB ID = 582, Start time = 17231, Remaining time = 16, Priority = 3
JOB ID = 584, Start time = 17256, Remaining time = 55, Priority = 3
JOB ID = 593, Start time = 17281, Remaining time = 1, Priority = 3
JOB ID = 595, Start time = 17306, End time = 17314, Priority = 3
JOB ID = 604, Start time = 17314, Remaining time = 55, Priority = 3
JOB ID = 611, Start time = 17339, Remaining time = 8, Priority = 3
JOB ID = 623, Start time = 17364, Remaining time = 48, Priority = 3
JOB ID = 627, Start time = 17389, Remaining time = 34, Priority = 3
JOB ID = 628, Start time = 17414, End time = 17432, Priority = 3
JOB ID = 634, Start time = 17432, Remaining time = 62, Priority = 3
JOB ID = 678, Start time = 17457, End time = 17481, Priority = 3
JOB ID = 684, Start time = 17481, Remaining time = 12, Priority = 3
JOB ID = 690, Start time = 17506, Remaining time = 21, Priority = 3
JOB ID = 699, Start time = 17531, End time = 17542, Priority = 3
JOB ID = 720, Start time = 17542, Remaining time = 14, Priority = 3
JOB ID = 723, Start time = 17567, Remaining time = 39, Priority = 3
JOB ID = 733, Start time = 17592, Remaining time = 6, Priority = 3
JOB ID = 757, Start time = 17617, Remaining time = 7, Priority = 3
JOB ID = 762, Start time = 17642, Remaining time = 9, Priority = 3
JOB ID = 765, Start time = 17667, Remaining time = 38, Priority = 3
JOB ID = 771, Start time = 17692, Remaining time = 24, Priority = 3
JOB ID = 781, Start time = 17717, Remaining time = 70, Priority = 3
JOB ID = 783, Start time = 17742, Remaining time = 22, Priority = 3
JOB ID = 786, Start time = 17767, Remaining time = 4, Priority = 3
JOB ID = 795, Start time = 17792, End time = 17800, Priority = 3
JOB ID = 796, Start time = 17800, Remaining time = 37, Priority = 3
JOB ID = 811, Start time = 17825, Remaining time = 16, Priority = 3
JOB ID = 821, Start time = 17850, Remaining time = 68, Priority = 3
JOB ID = 823, Start time = 17875, Remaining time = 69, Priority = 3
JOB ID = 826, Start time = 17900, Remaining time = 50, Priority = 3
JOB ID = 828, Start time = 17925, Remaining time = 26, Priority = 3
JOB ID = 831, Start time = 17950, End time = 17963, Priority = 3
JOB ID = 863, Start time = 17963, Remaining time = 62, Priority = 3
JOB ID = 870, Start time = 17988, End time = 18008, Priority = 3
JOB ID = 873, Start time = 18008, Remaining time = 42, Priority = 3
JOB ID = 876, Start time = 18033, Remaining time = 28, Priority = 3
JOB ID = 881, Start time = 18058, End time = 18067, Priority = 3
JOB ID = 883, Start time = 18067, Remaining time = 29, Priority = 3
JOB ID = 900, Start time = 18092, End time = 18115, Priority = 3
JOB ID = 910, Start time = 18115, End time = 18129, Priority = 3
JOB ID = 916, Start time = 18129, End time = 18133, Priority = 3
JOB ID = 939, Start time = 18133, Remaining time = 29, Priority = 3
JOB ID = 940, Start time = 18158, End time = 18165, Priority = 3
JOB ID = 946, Start time = 18165, End time = 18190, Priority = 3
JOB ID = 949, Start time = 18190, Remaining time = 66, Priority = 3
JOB ID = 984, Start time = 18215, Remaining time = 39, Priority = 3
JOB ID = 999, Start time = 18240, Remaining time = 9, Priority = 3
JOB ID = 13, re-start time = 18265, Remaining time = 12, Priority = 3
JOB ID = 20, re-start time = 18290, End time = 18294, Priority = 3
JOB ID = 27, re-start time = 18294, Remaining time = 6, Priority = 3
JOB ID = 66, re-start time = 18319, Remaining time = 47, Priority = 3
JOB ID = 76, re-start time = 18344, Remaining time = 46, Priority = 3
JOB ID = 96, re-start time = 18369, End time = 18379, Priority = 3
JOB ID = 101, re-start time = 18379, End time = 18397, Priority = 3
JOB ID = 109, re-start time = 18397, Remaining time = 20, Priority = 3
JOB ID = 121, re-start time = 18422, Remaining time = 49, Priority = 3
JOB ID = 142, re-start time = 18447, Remaining time = 10, Priority = 3
JOB ID = 145, re-start time = 18472, Remaining time = 9, Priority = 3
JOB ID = 179, re-start time = 18497, Remaining time = 48, Priority = 3
JOB ID = 227, re-start time = 18522, Remaining time = 49, Priority = 3
JOB ID = 229, re-start time = 18547, End time = 18550, Priority = 3
JOB ID = 269, re-start time = 18550, End time = 18556, Priority = 3
JOB ID = 287, re-start time = 18556, End time = 18576, Priority = 3
JOB ID = 290, re-start time = 18576, Remaining time = 39, Priority = 3
JOB ID = 297, re-start time = 18601, Remaining time = 24, Priority = 3
JOB ID = 302, re-start time = 18626, Remaining time = 19, Priority = 3
JOB ID = 326, re-start time = 18651, Remaining time = 26, Priority = 3
JOB ID = 344, re-start time = 18676, End time = 18677, Priority = 3
JOB ID = 345, re-start time = 18677, Remaining time = 36, Priority = 3
JOB ID = 355, re-start time = 18702, Remaining time = 3, Priority = 3
JOB ID = 365, re-start time = 18727, Remaining time = 39, Priority = 3
JOB ID = 368, re-start time = 18752, Remaining time = 18, Priority = 3
JOB ID = 393, re-start time = 18777, Remaining time = 4, Priority = 3
JOB ID = 397, re-start time = 18802, Remaining time = 12, Priority = 3
JOB ID = 407, re-start time = 18827, Remaining time = 3, Priority = 3
JOB ID = 425, re-start time = 18852, End time = 18874, Priority = 3
JOB ID = 434, re-start time = 18874, Remaining time = 31, Priority = 3
JOB ID = 456, re-start time = 18899, Remaining time = 40, Priority = 3
JOB ID = 469, re-start time = 18924, End time = 18936, Priority = 3
JOB ID = 497, re-start time = 18936, Remaining time = 47, Priority = 3
JOB ID = 510, re-start time = 18961, Remaining time = 4, Priority = 3
JOB ID = 513, re-start time = 18986, Remaining time = 40, Priority = 3
JOB ID = 523, re-start time = 19011, Remaining time = 11, Priority = 3
JOB ID = 543, re-start time = 19036, End time = 19042, Priority = 3
JOB ID = 546, re-start time = 19042, Remaining time = 27, Priority = 3
JOB ID = 549, re-start time = 19067, Remaining time = 5, Priority = 3
JOB ID = 551, re-start time = 19092, Remaining time = 10, Priority = 3
JOB ID = 566, re-start time = 19117, End time = 19125, Priority = 3
JOB ID = 582, re-start time = 19125, End time = 19141, Priority = 3
JOB ID = 584, re-start time = 19141, Remaining time = 30, Priority = 3
JOB ID = 593, re-start time = 19166, End time = 19167, Priority = 3
JOB ID = 604, re-start time = 19167, Remaining time = 30, Priority = 3
JOB ID = 611, re-start time = 19192, End time = 19200, Priority = 3
JOB ID = 623, re-start time = 19200, Remaining time = 23, Priority = 3
JOB ID = 627, re-start time = 19225, Remaining time = 9, Priority = 3
JOB ID = 634, re-start time = 19250, Remaining time = 37, Priority = 3
JOB ID = 684, re-start time = 19275, End time = 19287, Priority = 3
JOB ID = 690, re-start time = 19287, End time = 19308, Priority = 3
JOB ID = 720, re-start time = 19308, End time = 19322, Priority = 3
JOB ID = 723, re-start time = 19322, Remaining time = 14, Priority = 3
